title_key,media_type,title,release_date,vote_average,vote_count,popularity
tv:81358,tv,Mr Inbetween,2018-09-25,8.276,351,16.6289
movie:11878,movie,Yojimbo,1961-04-25,8.079,1736,7.4038
movie:14033,movie,Soul Survivors,2001-09-06,4.503,195,2.4755
movie:337674,movie,Elle,2016-05-25,6.637,2029,4.637
movie:10399,movie,Mansfield Park,1999-11-12,6.683,341,2.8735
tv:77601,tv,Wild Wild Country,2018-03-16,7.712,311,3.5772
movie:15005,movie,One Night with the King,2006-10-10,6.7,75,4.0128
tv:88378,tv,Mr. Iglesias,2019-06-21,7.473,112,5.974
movie:520370,movie,The American Meme,2018-12-07,5.739,90,0.8364
movie:10641,movie,Autumn in New York,2000-08-11,6.131,782,5.7455
movie:8981,movie,Dear Frankie,2004-05-18,7.1,225,2.7834
movie:560050,movie,Over the Moon,2020-10-16,7.18,1425,5.9094
movie:10246,movie,Porky's,1981-11-13,6.398,985,5.8774
movie:1550,movie,Pieces of April,2003-10-17,6.533,276,2.5096
tv:1419,tv,Castle,2009-03-09,7.967,2136,95.3354
movie:68812,movie,The Iceman,2012-09-01,6.554,1171,5.9199
movie:15268,movie,Street Fighter: The Legend of Chun-Li,2009-02-27,4.288,503,5.352
movie:1654,movie,The Dirty Dozen,1967-06-15,7.601,1358,7.2222
movie:6068,movie,Six Days Seven Nights,1998-06-12,6.105,1656,7.1069
movie:821,movie,Judgment at Nuremberg,1961-12-18,8.0,978,4.9994
movie:11951,movie,Vanishing Point,1971-01-15,7.091,537,3.5317
movie:11708,movie,Chitty Chitty Bang Bang,1968-12-17,6.83,761,5.7049
movie:106747,movie,Machete Kills,2013-09-12,5.622,2085,7.0992
movie:174,movie,Star Trek VI: The Undiscovered Country,1991-12-06,7.0,1455,4.8052
movie:18892,movie,Jawbreaker,1999-01-30,6.4,605,5.8275
movie:8592,movie,Dick Tracy,1990-06-15,6.162,1076,5.9133
movie:11823,movie,Wimbledon,2004-09-13,6.229,1096,4.8149
movie:9611,movie,Romy and Michele's High School Reunion,1997-04-25,6.248,610,4.2392
movie:22804,movie,Saw VI,2009-10-22,6.294,3585,8.176
movie:11569,movie,Hellraiser III: Hell on Earth,1992-09-11,5.634,867,5.087
movie:9306,movie,The Island of Dr. Moreau,1996-08-23,4.9,581,5.4364
movie:8054,movie,The Imaginarium of Doctor Parnassus,2009-10-01,6.388,2934,6.137
tv:106932,tv,Enigma,2001-06-12,2.0,1,6.0608
movie:479040,movie,Acts of Violence,2018-01-12,5.567,455,5.5086
movie:648705,movie,Nishabdham,2020-10-02,5.273,22,2.3878
tv:67132,tv,Kevin Can Wait,2016-09-19,5.7,164,7.6024
movie:11893,movie,Runaway Train,1985-11-15,7.0,677,4.4847
movie:520777,movie,Behind the Curve,2018-04-30,6.28,316,2.0009
tv:44856,tv,Wentworth,2013-05-01,7.997,297,19.4376
movie:1908,movie,Inherit the Wind,1960-07-07,7.7,483,3.1918
movie:11426,movie,From Here to Eternity,1953-08-28,7.257,729,4.9048
movie:92182,movie,Silent House,2011-01-21,5.412,458,2.328
tv:84910,tv,The Masked Singer,2019-01-02,7.5,122,23.6523
movie:14919,movie,Batman: Mask of the Phantasm,1993-12-25,7.502,1284,8.1724
movie:11024,movie,Scooby-Doo 2: Monsters Unleashed,2004-03-24,6.108,2974,4.7952
movie:235260,movie,Son of God,2014-02-28,6.825,359,3.6022
movie:2013,movie,The Diving Bell and the Butterfly,2007-05-23,7.576,1305,4.2886
movie:82675,movie,Taken 2,2012-09-27,6.369,7232,11.3069
movie:24525,movie,Hurlyburly,1998-12-25,5.5,108,1.7716
movie:11901,movie,High Plains Drifter,1973-04-19,7.324,1374,8.1202
movie:868,movie,Tsotsi,2005-12-23,6.944,359,2.1639
movie:10050,movie,Get Over It,2001-03-08,5.568,316,2.8809
movie:9293,movie,John Tucker Must Die,2006-07-27,6.086,1508,5.1736
movie:6537,movie,The Orphanage,2007-05-20,7.234,3189,6.0709
movie:369192,movie,Battle of the Sexes,2017-09-22,6.75,1982,6.6441
movie:324542,movie,Sleepless,2017-01-12,5.926,1366,5.436
movie:374473,movie,"I, Daniel Blake",2016-10-21,7.713,1568,3.8672
movie:12596,movie,Pushing Tin,1999-04-23,5.876,445,3.2613
movie:42296,movie,Catfish,2010-09-17,6.81,562,1.7571
movie:4174,movie,Spellbound,1945-11-08,7.386,1005,5.0153
movie:11187,movie,Child's Play 3,1991-08-30,5.903,1787,7.9822
movie:11692,movie,The Adventures of Pluto Nash,2002-08-16,4.377,551,4.2867
movie:7984,movie,In the Name of the Father,1993-12-27,7.887,2031,9.202
movie:152742,movie,The Best Offer,2013-01-01,7.807,3134,7.4242
tv:92926,tv,Criminal: UK,2019-09-20,7.206,255,8.6547
movie:320007,movie,Victoria,2015-06-11,7.576,1388,2.8761
movie:8342,movie,No Man's Land,2001-05-12,7.507,517,2.4308
movie:39874,movie,My Bloody Valentine,1981-02-11,6.4,569,4.1728
tv:67487,tv,The Tick,2016-08-19,6.993,346,13.3783
movie:693158,movie,Proximity,2020-05-15,6.75,418,4.6795
movie:491472,movie,At Eternity's Gate,2018-11-15,6.988,1600,5.5642
tv:46260,tv,Naruto,2002-10-03,8.363,6091,68.2492
movie:504631,movie,Mermaid Down,2019-10-15,6.403,304,2.5132
movie:24226,movie,The Verdict,1982-12-08,7.468,756,4.5168
tv:71383,tv,The Crossing,2018-04-02,6.86,168,6.1452
movie:33468,movie,The Brain That Wouldn't Die,1962-02-25,4.681,141,1.4541
movie:582570,movie,Sextuplets,2019-08-16,6.2,879,3.7174
movie:18570,movie,"Food, Inc.",2008-09-07,7.361,675,2.4177
movie:1048880,movie,Zeitgeist,2007-01-01,0.0,0,0.8334
movie:1410,movie,Dark Star,1974-03-30,5.998,671,5.1259
movie:26860,movie,White Zombie,1932-07-28,5.99,286,2.096
movie:3065,movie,Mystery Science Theater 3000: The Movie,1996-04-19,6.6,235,1.5506
movie:532622,movie,A Sniper's War,2018-06-28,5.0,13,0.8047
movie:157,movie,Star Trek III: The Search for Spock,1984-06-01,6.581,1558,5.029
movie:49022,movie,Something Borrowed,2011-05-05,6.232,1109,4.6784
movie:10909,movie,Kalifornia,1993-06-24,6.582,888,5.762
movie:13820,movie,Repo Man,1984-03-02,6.662,696,5.0954
movie:10773,movie,Mrs. Henderson Presents,2005-09-08,6.669,237,2.8531
movie:84348,movie,V/H/S,2012-07-28,6.101,1753,5.6177
movie:455918,movie,Expedition Happiness,2017-05-04,6.45,129,1.3241
movie:2300,movie,Space Jam,1996-11-15,6.806,6522,10.368
tv:60741,tv,Ascension,2014-12-15,6.606,358,10.7112
tv:72597,tv,Manhunt,2017-08-01,7.603,548,15.4751
movie:522518,movie,A Dog's Journey,2019-05-03,8.046,1646,7.1746
movie:277558,movie,Final Girl,2015-04-14,5.247,750,3.8259
movie:13335,movie,Harold & Kumar Escape from Guantanamo Bay,2008-04-25,6.318,1675,6.5423
movie:11522,movie,Pretty in Pink,1986-02-28,6.679,1240,5.0989
movie:11827,movie,Heavy Metal,1981-08-07,6.519,813,6.088
tv:3322,tv,Oz,1997-07-12,8.044,869,48.8671
movie:508763,movie,A Dog's Way Home,2019-01-10,7.389,1198,6.2713
movie:12586,movie,Bella,2006-09-09,6.3,103,1.5664
movie:10409,movie,Strictly Ballroom,1992-08-20,6.605,396,2.9752
movie:353616,movie,Pitch Perfect 3,2017-12-20,6.5,3494,7.1765
movie:474354,movie,22 July,2018-10-04,7.065,1290,3.3121
movie:92979,movie,Don,2006-04-27,7.7,6,1.3406
movie:11468,movie,The Salton Sea,2002-02-12,6.595,372,4.4111
movie:10710,movie,Envy,2004-04-30,4.89,564,3.4129
movie:10562,movie,Under Suspicion,2000-08-24,6.11,543,7.4241
movie:9406,movie,An American Werewolf in Paris,1997-05-29,5.9,790,4.1072
movie:62764,movie,Mirror Mirror,2012-03-15,5.92,3317,6.7078
movie:6687,movie,TransSiberian,2008-01-18,6.383,835,4.4235
tv:68467,tv,3%,2016-11-25,7.066,540,10.301
movie:10329,movie,Congo,1995-06-09,5.615,1010,7.8231
movie:10529,movie,Outlander,2008-04-24,6.469,1456,6.831
movie:436,movie,Maria Full of Grace,2004-04-02,7.204,441,2.8514
movie:11172,movie,Music and Lyrics,2007-02-09,6.449,1836,5.1847
movie:9651,movie,Supergirl,1984-07-01,5.395,726,8.709
movie:11451,movie,Herbie Fully Loaded,2005-06-19,5.839,2469,10.3555
tv:92916,tv,Marianne,2019-09-13,7.593,600,5.2051
movie:10586,movie,The Ghost and the Darkness,1996-10-11,6.838,1173,7.8101
movie:9062,movie,Love Story,1970-12-16,6.815,757,4.985
movie:10354,movie,True Crime,1999-03-19,6.514,879,6.2021
movie:243940,movie,The Lazarus Effect,2015-01-29,5.308,1547,5.9061
movie:415312,movie,The Man from Earth: Holocene,2017-10-13,5.5,295,4.5258
movie:228165,movie,The SpongeBob Movie: Sponge Out of Water,2015-01-28,6.114,2588,12.2639
movie:11016,movie,Key Largo,1948-07-16,7.5,598,3.0883
movie:12501,movie,The Big Country,1958-08-13,7.585,427,4.3852
movie:10009,movie,Brother Bear,2003-10-23,7.283,5848,12.7873
movie:13751,movie,Akeelah and the Bee,2006-04-28,7.018,362,4.9495
movie:468339,movie,Once Upon a Time in London,2019-04-19,5.304,56,2.4658
movie:8738,movie,The Final Countdown,1980-01-31,6.645,692,5.1062
tv:97390,tv,The Goop Lab,2020-01-24,2.9,25,1.6691
movie:780,movie,The Passion of Joan of Arc,1928-04-21,7.955,1118,4.6737
tv:2224,tv,The Daily Show,1996-07-22,6.393,653,153.4261
movie:37414,movie,The Killer Inside Me,2010-02-19,5.82,646,4.4267
movie:124459,movie,The Incredible Burt Wonderstone,2013-03-14,5.752,1567,5.7169
movie:2779,movie,The Curse of the Jade Scorpion,2001-08-24,6.61,849,3.3353
movie:11562,movie,Crimes and Misdemeanors,1989-10-13,7.422,971,4.5635
movie:290751,movie,Secret in Their Eyes,2015-10-14,6.364,1462,8.1804
movie:11702,movie,The Replacement Killers,1998-02-06,6.282,595,6.9582
movie:458253,movie,Missing Link,2019-04-04,6.895,953,6.8945
movie:8976,movie,A Lot Like Love,2005-04-21,6.834,1390,4.6725
movie:9490,movie,Half Baked,1998-01-16,6.305,666,5.4507
movie:6037,movie,Murder by Death,1976-06-23,7.138,926,5.0692
movie:426865,movie,UFO,2018-09-27,6.887,457,2.7805
tv:2566,tv,Dead Like Me,2003-06-27,7.638,506,16.9764
movie:441909,movie,Tiger Zinda Hai,2017-12-18,6.251,183,2.4781
movie:227348,movie,Paranormal Activity: The Marked Ones,2014-01-01,5.442,1575,6.1777
movie:11170,movie,We Are Marshall,2006-12-12,6.889,817,3.6893
movie:526019,movie,Like a Boss,2020-01-09,6.195,673,4.0683
movie:449664,movie,Escape Room,2017-06-19,4.6,783,3.1248
movie:21849,movie,A Face in the Crowd,1957-05-29,7.6,279,2.5191
movie:239563,movie,St. Vincent,2014-10-09,7.136,2125,6.4469
movie:11814,movie,Weird Science,1985-08-01,6.535,1589,8.3754
movie:41216,movie,Legend of the Guardians: The Owls of Ga'Hoole,2010-07-10,6.836,2542,7.698
tv:61859,tv,The Night Manager,2016-02-21,7.733,1362,21.6047
movie:526007,movie,The Night Clerk,2020-02-19,6.18,924,6.5429
movie:10715,movie,Looney Tunes: Back in Action,2003-11-14,6.37,1640,8.634
movie:11935,movie,Capricorn One,1977-12-10,6.8,527,4.5377
tv:63180,tv,TVF Pitchers,2015-06-10,7.673,107,3.5005
tv:5028,tv,Storm of the Century,1999-02-14,6.981,346,8.0984
movie:9602,movie,Coming to America,1988-06-29,6.883,4845,12.1194
movie:225886,movie,Sex Tape,2014-07-17,5.404,4260,13.0554
movie:11509,movie,Silverado,1985-07-10,6.948,842,5.4614
tv:51704,tv,Defiance,2013-04-15,6.777,565,18.0639
movie:10474,movie,The Basketball Diaries,1995-04-21,7.4,2271,10.1496
tv:46619,tv,Rectify,2013-04-22,7.6,297,11.6561
movie:14635,movie,The Rookie,2002-03-25,6.806,502,4.5829
tv:4598,tv,Boston Legal,2004-10-03,7.907,391,53.9966
movie:72113,movie,Carnage,2011-09-16,7.163,3204,5.5325
movie:10839,movie,Cross of Iron,1977-01-28,7.1,496,4.3726
movie:10436,movie,The Age of Innocence,1993-09-10,6.955,1241,6.4726
movie:399790,movie,Churchill,2017-05-25,6.19,347,2.9597
movie:24664,movie,Bamboozled,2000-10-06,6.299,162,4.1458
tv:102085,tv,Too Hot to Handle,2020-04-17,6.574,458,22.4667
movie:936,movie,The Pink Panther,1963-12-18,6.844,1210,7.9154
movie:502425,movie,Escape from Pretoria,2020-03-06,7.162,1528,7.8348
tv:4600,tv,Robin Hood,2006-10-07,6.901,137,15.5677
movie:20943,movie,The Ugly Truth,2009-07-24,6.509,3830,6.6321
movie:22074,movie,Capitalism: A Love Story,2009-09-06,7.056,581,3.6418
movie:74777,movie,Absentia,2011-03-03,5.828,399,2.5097
movie:658199,movie,John Henry,2020-01-24,5.18,61,2.8478
movie:529862,movie,Brittany Runs a Marathon,2019-08-23,6.633,517,2.6892
movie:9714,movie,Home Alone 3,1997-12-12,5.282,3351,11.4037
tv:2919,tv,Burn Notice,2007-06-28,7.479,603,38.3057
movie:11469,movie,Black Knight,2001-11-21,5.481,1256,7.3127
movie:13186,movie,Wrong Turn 2: Dead End,2007-08-25,6.178,1602,13.7459
movie:1281,movie,Bean,1997-07-03,6.481,2647,7.929
tv:86163,tv,Gentleman Jack,2019-04-22,7.8,213,8.6031
movie:232572,movie,A Walk in the Woods,2015-09-02,6.117,788,4.2468
movie:25364,movie,Ace in the Hole,1951-06-29,7.843,772,3.7802
tv:84380,tv,Better Than Us,2018-11-23,7.381,461,7.4898
movie:527776,movie,Overcomer,2019-08-22,7.688,309,4.4629
movie:10787,movie,The Invisible Man,1933-10-31,7.512,981,6.2305
tv:2407,tv,Dark Angel,2000-10-03,7.5,515,23.5332
tv:4239,tv,Married... with Children,1987-04-05,7.727,1251,96.1047
movie:11557,movie,St. Elmo's Fire,1985-06-28,6.122,610,3.7853
movie:11123,movie,Earthquake,1974-11-15,6.15,377,4.2587
movie:438590,movie,A-X-L,2018-08-23,6.366,1292,5.5523
movie:24936,movie,The Deep End,2001-01-21,6.179,159,2.0195
movie:577,movie,To Die For,1995-09-22,6.585,911,6.1117
movie:660982,movie,American Pie Presents: Girls' Rules,2020-10-06,6.086,736,7.0565
movie:12107,movie,Nutty Professor II: The Klumps,2000-07-27,5.015,1432,5.3085
movie:514619,movie,Nobody's Fool,2018-10-31,6.049,298,3.7883
tv:100010,tv,Big Sky,2020-11-17,7.213,300,26.7851
movie:15745,movie,Made,2001-07-13,5.808,212,3.1182
movie:25520,movie,The House of Mirth,2000-10-13,6.3,90,2.6266
movie:9448,movie,The Big Hit,1998-04-24,5.984,491,4.9999
movie:8329,movie,[REC],2007-11-23,7.238,4985,10.5018
movie:568160,movie,Weathering with You,2019-07-19,7.972,2696,9.779
movie:566221,movie,The Edge of Democracy,2019-01-24,7.658,386,1.5808
tv:39358,tv,Revenge,2011-09-21,7.546,850,29.8291
movie:339527,movie,Solace,2015-09-03,6.44,2422,9.2169
movie:10543,movie,Fear,1996-04-12,6.651,1106,10.7501
movie:61202,movie,Zindagi Na Milegi Dobara,2011-07-15,7.6,434,2.9633
movie:440597,movie,Wish Upon,2017-07-07,5.74,1485,5.1533
movie:615911,movie,Ponmagal Vandhal,2020-05-29,6.3,30,0.8343
movie:283350,movie,Before We Go,2014-09-04,6.742,1915,3.5644
movie:43949,movie,Flipped,2010-08-06,8.015,3391,11.0955
movie:49012,movie,Arthur,2011-04-08,5.558,813,4.0117
movie:94590,movie,Angry Video Game Nerd: The Movie,2014-07-21,5.271,157,1.2558
movie:18491,movie,Neon Genesis Evangelion: The End of Evangelion,1997-07-19,8.262,1936,16.3586
movie:4961,movie,Mimic,1997-08-22,6.086,1298,6.013
movie:11167,movie,Peeping Tom,1960-04-07,7.459,924,4.4347
movie:3595,movie,Ransom,1996-11-08,6.691,2174,7.2553
movie:11929,movie,Dolores Claiborne,1995-03-24,7.263,902,6.4388
movie:145197,movie,Upstream Color,2013-04-05,6.344,826,3.2814
movie:9688,movie,Melinda and Melinda,2004-12-22,6.21,511,3.1765
movie:15658,movie,Flowers in the Attic,1987-11-20,6.311,219,3.7472
movie:493551,movie,Operation Finale,2018-08-29,6.665,1119,5.2449
movie:6404,movie,Nosferatu the Vampyre,1979-01-17,7.282,1115,5.5582
tv:58841,tv,Chicago P.D.,2014-01-08,8.427,2623,104.4102
movie:58233,movie,Johnny English Reborn,2011-09-15,6.249,3655,13.5529
movie:11165,movie,Tora! Tora! Tora!,1970-01-26,7.178,620,6.304
movie:30072,movie,Possession,2002-08-16,5.977,196,2.3445
tv:4955,tv,The Dresden Files,2007-01-21,6.972,125,10.2872
movie:28162,movie,A Matter of Life and Death,1946-12-15,7.8,479,4.2937
tv:14929,tv,Heartland,2007-10-14,8.248,582,44.6916
movie:316152,movie,Free State of Jones,2016-06-24,6.776,1694,7.1798
movie:468,movie,My Own Private Idaho,1991-02-01,7.039,1266,7.5433
movie:748457,movie,Bahut Hua Sammaan,2020-10-02,6.875,12,0.9185
tv:104954,tv,The Comey Rule,2020-09-27,6.938,80,3.8369
movie:8216,movie,Meet the Feebles,1989-08-12,6.338,325,2.2895
movie:15764,movie,Sophie's Choice,1982-12-08,7.307,960,4.5231
movie:393624,movie,Official Secrets,2019-08-30,7.226,1143,5.1881
movie:89492,movie,This Is 40,2012-12-20,5.901,2385,6.1859
movie:461816,movie,Daddy,2017-09-08,5.808,13,1.1171
movie:36419,movie,After.Life,2009-11-07,6.332,1265,11.7063
movie:44113,movie,Stone,2010-10-07,5.319,754,4.7644
movie:84174,movie,Bachelorette,2012-08-06,5.391,1255,6.2652
tv:4620,tv,Eureka,2006-07-18,7.747,733,27.062
movie:10775,movie,Infernal Affairs,2002-12-12,7.806,1911,15.4126
movie:643,movie,Battleship Potemkin,1925-12-24,7.6,1326,5.0147
tv:75820,tv,Mr. Sunshine,2018-07-07,8.418,196,9.3993
movie:298382,movie,The Dressmaker,2015-10-29,6.997,1782,5.6067
movie:775,movie,A Trip to the Moon,1902-06-15,7.882,2051,4.7919
movie:9904,movie,The Wild,2006-04-06,5.552,1161,8.4133
movie:256961,movie,Paul Blart: Mall Cop 2,2015-04-16,5.165,1718,8.3777
tv:88236,tv,How to Sell Drugs Online (Fast),2019-05-31,7.879,962,10.1936
movie:11575,movie,The Great Race,1965-07-01,7.097,386,4.1567
movie:644090,movie,"Love, Guaranteed",2020-09-02,6.37,679,3.0782
movie:249164,movie,If I Stay,2014-08-21,7.345,4346,5.3371
movie:18988,movie,The Lion in Winter,1968-08-20,7.368,419,4.6265
movie:9587,movie,Little Women,1994-12-21,7.271,1365,7.5071
movie:82825,movie,Kahaani,2012-03-08,7.196,359,1.951
movie:11881,movie,Miracle on 34th Street,1947-06-04,7.361,864,6.5946
movie:11533,movie,Jason and the Argonauts,1963-06-13,7.173,721,7.0862
tv:14956,tv,Dollhouse,2009-02-13,7.23,511,26.8958
movie:21991,movie,State and Main,2000-08-26,6.277,303,3.1317
movie:5851,movie,Showtime,2002-03-14,5.558,1107,5.5339
movie:1712,movie,Giant,1956-11-08,7.593,775,6.7663
movie:34016,movie,She's Out of My League,2010-03-11,6.489,2390,9.1506
movie:1783,movie,To End All Wars,2001-09-02,6.396,188,2.4401
movie:9988,movie,Beerfest,2006-08-25,5.833,633,4.1899
movie:15256,movie,200 Cigarettes,1999-02-26,5.796,184,3.2495
movie:44918,movie,Titanic II,2010-08-07,4.825,462,3.2325
tv:97559,tv,Utopia Falls,2020-02-14,7.147,58,3.6218
movie:108,movie,Three Colors: Blue,1993-09-08,7.615,1942,5.4827
movie:9826,movie,The Phantom,1996-06-06,5.317,645,5.6327
movie:265208,movie,Wild Card,2015-01-14,5.71,1978,12.3581
movie:618830,movie,Homeless Ashes,2019-09-23,7.0,4,1.1802
movie:1551,movie,Flatliners,1990-08-10,6.516,1783,6.3006
movie:283587,movie,Beasts of No Nation,2015-09-11,7.584,1913,5.8453
movie:403,movie,Driving Miss Daisy,1989-12-13,7.229,1841,6.7209
movie:426814,movie,The Domestics,2018-06-28,6.146,536,3.4256
movie:14794,movie,if....,1968-12-19,7.045,430,2.9849
movie:505954,movie,T-34,2018-12-27,7.2,959,2.476
tv:17610,tv,NCIS: Los Angeles,2009-09-22,7.535,1261,92.7941
movie:12092,movie,Alice in Wonderland,1951-08-09,7.189,6359,18.077
movie:10166,movie,The Witches,1990-05-25,6.947,1397,7.1881
movie:283552,movie,The Light Between Oceans,2016-09-02,7.063,1443,6.6608
movie:10546,movie,The Crow: City of Angels,1996-08-29,5.502,617,6.5622
movie:9333,movie,Last Man Standing,1996-09-20,6.37,1025,6.6284
movie:35412,movie,On the Beach,1959-12-17,6.7,249,3.6678
movie:17898,movie,Silver Bullet,1985-10-10,6.673,719,6.2841
movie:7859,movie,Half Nelson,2006-08-11,6.643,988,4.6624
movie:17917,movie,Oliver!,1968-09-26,7.0,504,4.0161
movie:11398,movie,The Art of War,2000-08-25,5.692,569,5.0781
movie:10437,movie,The Muppet Christmas Carol,1992-12-11,7.443,1198,6.3568
movie:23685,movie,Monkeybone,2001-02-23,5.252,381,4.9345
movie:1710,movie,Copycat,1995-10-27,6.476,1333,6.5604
movie:24924,movie,Night of the Demons,1988-09-09,6.3,407,4.0989
tv:14658,tv,Survivor,2000-05-31,7.298,442,50.1662
movie:576121,movie,Total Dhamaal,2019-02-22,5.227,55,1.6346
movie:10472,movie,Down to You,2000-01-21,5.2,269,3.0193
movie:11453,movie,Deuce Bigalow: European Gigolo,2005-08-12,5.302,1048,7.3001
movie:192,movie,The Name of the Rose,1986-09-24,7.5,3377,9.2493
tv:69017,tv,One Day at a Time,2017-01-06,7.7,199,12.5087
movie:5852,movie,Angel Eyes,2001-05-18,6.0,501,4.2894
movie:317760,movie,Dosar,2006-04-14,6.111,9,0.7718
tv:5905,tv,Helen of Troy,2003-04-20,6.1,85,6.6266
movie:41439,movie,Saw 3D,2010-10-22,5.974,3373,8.4528
movie:244267,movie,I Origins,2014-07-18,7.565,3529,7.8289
tv:79694,tv,ThunderCats Roar,2020-02-22,2.903,31,7.2247
movie:48988,movie,Hall Pass,2011-02-25,5.75,2176,7.8129
movie:421658,movie,Final Score,2018-09-07,6.094,582,6.6179
movie:678356,movie,Game Over,2019-07-25,7.0,2,0.7886
movie:79464,movie,Rockstar,2011-11-11,7.3,232,1.9297
movie:11837,movie,Watership Down,1978-10-14,7.19,726,5.1437
movie:22527,movie,The Wrong Man,1956-12-22,7.137,626,3.2999
movie:533444,movie,Waves,2019-11-15,7.4,833,6.4658
movie:10435,movie,Chaplin,1992-12-17,7.412,1244,6.148
movie:9319,movie,The Last Boy Scout,1991-12-13,6.844,2214,7.6427
tv:70573,tv,GLOW,2017-06-23,7.3,445,14.7652
movie:10150,movie,The Last Unicorn,1982-11-19,7.28,615,4.466
tv:58811,tv,Helix,2014-01-10,6.6,491,11.774
movie:909,movie,Meet Me in St. Louis,1944-11-28,7.016,436,3.091
movie:3170,movie,Bambi,1942-08-14,7.015,6108,10.0526
movie:15794,movie,White Heat,1949-09-02,7.648,553,2.7385
movie:270010,movie,A Hologram for the King,2016-04-22,5.849,1243,6.4331
movie:8764,movie,Top Secret!,1984-06-22,7.095,1454,6.5924
movie:4104,movie,Benny & Joon,1993-04-16,7.0,853,3.4892
movie:353070,movie,Going in Style,2017-04-06,6.69,3087,7.7747
movie:8834,movie,Conspiracy Theory,1997-08-08,6.62,1703,7.9794
movie:8067,movie,A Life Less Ordinary,1997-10-24,6.156,508,4.686
movie:34288,movie,The Last Broadcast,1998-10-23,5.004,126,1.1573
movie:560044,movie,The Willoughbys,2020-04-22,7.044,996,4.2498
movie:94348,movie,Alex Cross,2012-10-18,5.131,784,5.8733
tv:1481,tv,The 4400,2004-07-11,7.2,751,30.0225
movie:28941,movie,Chopping Mall,1986-11-14,5.803,416,3.3298
movie:3121,movie,Nashville,1975-06-11,7.259,475,3.9425
tv:4238,tv,The King of Queens,1998-09-21,7.15,754,57.6941
movie:25508,movie,Cat People,1942-12-05,6.933,686,3.7954
movie:2011,movie,Persepolis,2007-06-27,7.881,2234,6.8674
movie:103620,movie,Maniac,2012-12-26,6.045,1051,4.5173
movie:11450,movie,Quiz Show,1994-08-25,7.25,1009,5.688
movie:10351,movie,Wishmaster,1997-09-19,6.118,727,6.878
movie:10734,movie,Escape from Alcatraz,1979-06-22,7.503,3257,10.0251
movie:16858,movie,All That Jazz,1979-12-16,7.516,625,4.2544
movie:9782,movie,The Night Listener,2006-02-12,5.5,289,2.6948
movie:14412,movie,Body Heat,1981-08-28,6.98,708,7.6022
movie:10030,movie,Good Luck Chuck,2007-09-21,5.936,1716,7.8119
movie:582186,movie,"Oh, Ramona!",2019-02-14,5.802,430,2.0133
tv:6357,tv,The Twilight Zone,1959-10-02,8.508,1060,39.8103
movie:13703,movie,Less Than Zero,1987-11-06,6.41,307,4.1372
movie:23514,movie,The Rum Diary,2011-10-13,5.892,1353,6.4151
movie:5471,movie,Beowulf & Grendel,2005-09-14,5.598,260,4.3384
movie:59722,movie,2012: Ice Age,2011-06-27,4.432,288,2.3438
movie:2616,movie,Uncle Buck,1989-08-16,6.8,1398,6.7142
movie:8324,movie,Fast Food Nation,2006-11-17,6.053,412,2.6102
movie:14506,movie,The Adventures of Baron Munchausen,1988-12-07,6.985,1027,5.8689
tv:2207,tv,Fawlty Towers,1975-09-19,8.281,839,9.6098
movie:1496,movie,Cool as Ice,1991-10-18,5.1,207,4.7735
movie:1717,movie,All the King's Men,2006-09-10,5.755,343,6.1824
movie:31977,movie,Black,2005-02-04,7.669,239,1.1375
movie:9794,movie,Employee of the Month,2006-10-06,5.627,719,4.9716
tv:3793,tv,Invader ZIM,2001-03-30,8.512,469,11.0735
movie:18736,movie,The Lizzie McGuire Movie,2003-05-02,6.33,1355,7.1963
movie:627725,movie,The Banker,2020-03-06,7.625,1144,8.1664
movie:9336,movie,Police Academy,1984-03-22,6.716,3065,10.4536
movie:9272,movie,The Good Son,1993-09-24,6.782,1075,5.6129
movie:236,movie,Muriel's Wedding,1994-09-29,6.8,503,3.9464
tv:66980,tv,Babylon Berlin,2017-10-13,7.729,407,27.6355
movie:425001,movie,The War with Grandpa,2020-08-27,6.436,1083,11.3493
tv:64513,tv,American Crime Story,2016-02-02,7.579,1074,38.7311
movie:44629,movie,Animal Kingdom,2010-06-03,6.798,932,4.7522
movie:20024,movie,The End of the Affair,1999-12-03,6.571,283,4.288
movie:612515,movie,Dark Encounter,2019-08-23,5.393,126,1.9368
tv:4605,tv,The Suite Life of Zack & Cody,2005-03-18,7.628,709,41.1665
movie:13256,movie,Mutant Chronicles,2008-08-07,5.313,511,3.8714
tv:87826,tv,Selling Sunset,2019-03-22,6.516,62,12.5614
movie:13376,movie,Eight Crazy Nights,2002-11-27,5.2,386,3.5413
movie:7445,movie,Brothers,2009-12-02,7.3,4009,10.577
movie:12584,movie,The Shootist,1976-07-21,7.1,394,3.9571
movie:611207,movie,The Knight Before Christmas,2019-11-21,6.355,1180,3.6935
movie:125705,movie,Hamlet,2000-12-10,4.4,5,1.1453
tv:103913,tv,Tehran,2020-06-22,7.533,368,20.2176
tv:10268,tv,Primeval,2007-02-10,7.48,348,12.1213
movie:9322,movie,Nikita,1990-02-21,7.112,2201,6.7576
tv:5690,tv,Moonlight,2007-09-28,7.276,183,11.5338
movie:2039,movie,Moonstruck,1987-12-16,6.838,1129,7.2458
movie:8618,movie,The History Boys,2006-10-02,6.62,221,2.5666
movie:393345,movie,Cult of Chucky,2017-10-12,5.9,1437,6.598
