title_key,media_type,title,release_date,vote_average,vote_count,popularity
movie:8656,movie,Deep Impact,1998-05-08,6.239,3421,12.5081
movie:1852,movie,World Trade Center,2006-08-09,6.1,1854,4.9595
movie:8961,movie,Bad Boys II,2003-07-18,6.656,6075,12.1716
movie:6415,movie,Three Kings,1999-09-27,6.639,2359,6.6321
movie:17431,movie,Moon,2009-06-12,7.563,6452,10.1687
movie:806,movie,The Omen,2006-06-06,5.644,1233,6.422
tv:62816,tv,Quantico,2015-09-27,6.542,732,28.0565
movie:768,movie,From Hell,2001-02-08,6.688,3071,7.0921
movie:8202,movie,Æon Flux,2005-11-30,5.638,2520,9.1164
movie:41446,movie,Scream 4,2011-04-13,6.5,4280,13.7077
tv:71915,tv,Good Omens,2019-05-31,8.025,2403,18.98
movie:50014,movie,The Help,2011-08-09,8.204,9219,17.8222
movie:2251,movie,Unfaithful,2002-05-10,6.72,1785,18.9388
movie:8643,movie,The Exorcism of Emily Rose,2005-09-09,6.61,3117,11.3148
movie:26388,movie,Buried,2010-09-24,6.638,3112,6.631
movie:10065,movie,The Amityville Horror,2005-04-14,6.1,2409,9.9375
tv:90027,tv,Carnival Row,2019-08-29,7.678,1444,16.2594
movie:4248,movie,Scary Movie 2,2001-07-04,5.844,5362,16.1938
movie:9705,movie,Swordfish,2001-06-08,6.268,3032,9.7362
movie:338967,movie,Zombieland: Double Tap,2019-10-09,6.89,6400,13.9308
movie:805,movie,Rosemary's Baby,1968-06-12,7.8,4470,9.3261
movie:9341,movie,The Core,2003-03-28,5.844,2234,9.7008
movie:4771,movie,Gone Baby Gone,2007-09-18,7.304,4288,7.2506
tv:70796,tv,The Marvelous Mrs. Maisel,2017-03-16,8.064,994,29.3668
movie:10386,movie,The Iron Giant,1999-08-06,7.961,6324,11.7638
tv:79026,tv,The Protector,2018-12-14,7.203,480,11.6707
movie:595,movie,To Kill a Mockingbird,1962-12-20,8.0,2926,9.2548
movie:24021,movie,The Twilight Saga: Eclipse,2010-06-23,6.2,9366,14.5869
movie:177677,movie,Mission: Impossible - Rogue Nation,2015-07-28,7.224,9882,14.8268
movie:1735,movie,The Mummy: Tomb of the Dragon Emperor,2008-07-01,5.519,4908,11.1219
movie:167,movie,K-PAX,2001-10-26,7.211,2842,7.3249
movie:809,movie,Shrek 2,2004-05-19,7.327,13702,22.4912
tv:107324,tv,Churails,2020-08-11,7.077,13,2.1921
movie:7340,movie,Carrie,1976-11-03,7.339,4399,10.8164
movie:11281,movie,Halloween II,1981-10-30,6.591,2299,8.3838
movie:449176,movie,"Love, Simon",2018-02-16,7.963,6318,8.4113
tv:90811,tv,Avenue 5,2020-01-19,6.55,441,13.5531
movie:87,movie,Indiana Jones and the Temple of Doom,1984-05-23,7.308,10307,13.8788
movie:4688,movie,Across the Universe,2007-09-14,7.1,1474,4.8543
movie:571,movie,The Birds,1963-03-28,7.51,4555,8.8914
movie:3035,movie,Frankenstein,1931-11-21,7.464,1840,4.8074
movie:524251,movie,I See You,2019-09-11,6.979,1699,6.0315
movie:530382,movie,In the Shadow of the Moon,2019-09-27,6.186,1633,5.6595
movie:77987,movie,Only God Forgives,2013-05-30,5.813,2624,5.1383
movie:36685,movie,The Rocky Horror Picture Show,1975-08-14,7.44,3211,16.0922
movie:36648,movie,Blade: Trinity,2004-12-08,5.861,4427,12.3433
movie:9008,movie,The Insider,1999-10-28,7.462,2127,8.0906
movie:449443,movie,Den of Thieves,2018-01-18,6.872,3487,13.4943
movie:620,movie,Ghostbusters,1984-06-08,7.497,9926,15.5158
movie:68728,movie,Oz the Great and Powerful,2013-03-07,5.939,6893,12.7086
movie:1865,movie,Pirates of the Caribbean: On Stranger Tides,2011-05-15,6.573,15180,23.0456
movie:55721,movie,Bridesmaids,2011-05-13,6.509,4748,9.1123
movie:13597,movie,Labyrinth,1986-06-27,7.288,2824,11.6187
movie:157353,movie,Transcendence,2014-04-16,6.081,5916,9.7577
movie:11377,movie,House on Haunted Hill,1999-10-29,5.623,977,6.6436
movie:1262,movie,Stranger Than Fiction,2006-11-10,7.294,2605,8.3258
movie:1946,movie,eXistenZ,1999-04-14,6.791,2251,6.3047
movie:60935,movie,The Thing,2011-10-12,6.3,3312,8.9551
movie:58595,movie,Snow White and the Huntsman,2012-05-30,5.982,8332,11.0964
movie:1581,movie,The Holiday,2006-12-05,7.1,5727,10.771
tv:67384,tv,Goliath,2016-10-13,7.6,495,37.8065
movie:639771,movie,Cosmos,2019-11-08,5.927,116,3.4659
movie:10559,movie,Frequency,2000-04-28,7.269,2081,7.4843
movie:693836,movie,Khaali Peeli,2020-10-01,5.6,14,1.0199
movie:319,movie,True Romance,1993-09-09,7.54,3151,12.0416
movie:9836,movie,Happy Feet,2006-11-16,6.229,5565,11.0231
tv:83981,tv,The War of the Worlds,2019-11-17,6.623,316,6.8273
movie:200,movie,Star Trek: Insurrection,1998-12-11,6.455,1387,7.9298
movie:27579,movie,The American,2010-08-31,5.997,1549,6.2865
movie:80,movie,Before Sunset,2004-06-16,7.805,3892,6.8377
tv:60708,tv,Gotham,2014-09-22,7.598,3778,46.0748
movie:12142,movie,Alone in the Dark,2005-01-28,3.315,683,4.5654
movie:463684,movie,Velvet Buzzsaw,2019-02-01,5.377,2029,4.3107
tv:113851,tv,Naxalbari,2020-11-28,6.667,3,1.2321
movie:305470,movie,Power Rangers,2017-03-23,6.245,4705,9.9161
movie:49849,movie,Cowboys & Aliens,2011-07-29,5.7,5574,10.483
tv:18165,tv,The Vampire Diaries,2009-09-10,8.301,9727,91.2596
tv:69470,tv,Santa Clarita Diet,2017-02-03,7.429,843,12.6656
movie:3291,movie,"Good Night, and Good Luck.",2005-09-16,7.075,1134,5.4255
movie:371608,movie,The Strangers: Prey at Night,2018-03-07,5.719,1528,6.2673
movie:302946,movie,The Accountant,2016-10-13,7.138,7537,13.8051
movie:10591,movie,The Girl Next Door,2004-04-09,6.751,4152,15.6823
movie:308,movie,Broken Flowers,2005-07-31,6.936,1516,4.1567
movie:2310,movie,Beowulf,2007-11-05,5.923,3141,9.3506
tv:91275,tv,Unbelievable,2019-09-13,7.898,841,12.1778
movie:11023,movie,Thirteen,2003-08-20,6.695,1806,7.3573
movie:332567,movie,The Shallows,2016-06-24,6.356,5410,10.9244
tv:1416,tv,Grey's Anatomy,2005-03-27,8.207,11025,224.9992
tv:85552,tv,Euphoria,2019-06-16,8.277,11040,78.4137
tv:70453,tv,Sharp Objects,2018-07-08,7.763,1113,10.7261
movie:277834,movie,Moana,2016-10-13,7.566,13959,7.1694
movie:5255,movie,The Polar Express,2004-11-10,6.7,6992,11.5629
movie:9398,movie,Zoolander,2001-09-28,6.229,5053,8.5803
movie:188161,movie,A Million Ways to Die in the West,2014-05-22,6.051,4499,8.3744
movie:2898,movie,As Good as It Gets,1997-12-19,7.403,4217,9.4679
movie:398175,movie,Brawl in Cell Block 99,2017-09-23,6.955,1616,8.2378
movie:20453,movie,3 Idiots,2009-12-23,8.007,2804,10.47
tv:79680,tv,Snowpiercer,2020-05-17,7.35,1468,31.4275
movie:4553,movie,The Machinist,2004-09-24,7.521,6301,8.9281
movie:312221,movie,Creed,2015-11-25,7.408,8085,12.6759
movie:433808,movie,The Ritual,2017-10-11,6.301,3544,8.2406
movie:9946,movie,End of Days,1999-11-24,6.1,2117,8.7056
movie:186,movie,Lucky Number Slevin,2006-02-24,7.476,4589,10.0284
movie:10226,movie,High Tension,2003-06-18,6.78,1499,5.6939
movie:763,movie,Braindead,1992-08-13,7.384,1900,6.3383
movie:11891,movie,Kung Pow: Enter the Fist,2002-01-25,6.512,801,5.5591
tv:89905,tv,Normal People,2020-04-26,8.12,1375,11.505
movie:149,movie,Akira,1988-06-10,7.939,4932,15.7334
movie:300681,movie,Replicas,2018-10-25,6.031,1513,6.8432
tv:83478,tv,Daybreak,2019-10-24,6.967,486,6.8162
tv:111997,tv,Mum Bhai,2020-11-12,5.7,3,1.9896
movie:457136,movie,Mary Queen of Scots,2018-12-07,6.544,1969,8.9037
movie:1365,movie,Monster's Ball,2001-12-26,6.781,1114,5.6238
movie:508965,movie,Klaus,2019-11-08,8.219,4788,9.2166
movie:184,movie,Jackie Brown,1997-12-25,7.356,7078,10.2982
movie:381284,movie,Hidden Figures,2016-12-10,8.047,10608,16.0194
movie:501907,movie,A Beautiful Day in the Neighborhood,2019-09-07,6.958,1792,6.962
movie:9479,movie,The Nightmare Before Christmas,1993-10-09,7.834,10515,18.4815
movie:556271,movie,Kalank,2019-04-17,5.8,62,2.1993
movie:8247,movie,Jumper,2008-02-13,6.17,6383,9.4846
movie:10719,movie,Elf,2003-11-07,6.667,4649,12.0154
movie:9043,movie,The Family Stone,2005-12-15,6.287,1163,4.1514
movie:4233,movie,Scream 2,1997-12-12,6.52,4863,12.7502
movie:9654,movie,The Italian Job,2003-05-30,6.799,6151,11.4721
tv:48891,tv,Brooklyn Nine-Nine,2013-09-17,8.213,4099,63.9763
tv:19614,tv,It,1990-11-18,6.925,3367,26.2745
tv:93826,tv,October Faction,2020-01-23,6.619,290,5.4432
movie:26466,movie,Triangle,2009-10-16,6.909,3100,14.4886
movie:2055,movie,Open Range,2003-08-11,7.225,1254,5.7153
movie:9896,movie,Rat Race,2001-08-17,6.293,2030,6.9753
tv:78903,tv,Utopia,2020-09-25,7.193,489,6.5156
tv:66573,tv,The Good Place,2016-09-19,8.0,2043,25.1986
movie:43933,movie,Monsters,2010-06-18,6.19,1823,5.2953
movie:1427,movie,Perfume: The Story of a Murderer,2006-09-13,7.375,5126,11.4108
movie:400617,movie,Phantom Thread,2017-12-25,7.3,3847,7.7208
movie:454992,movie,The Spy Who Dumped Me,2018-08-02,6.368,2404,10.0852
movie:10851,movie,Revolver,2005-09-11,6.357,1597,6.6146
tv:76369,tv,FLAMES,2018-01-05,7.317,41,3.741
movie:390043,movie,The Hitman's Bodyguard,2017-08-16,6.894,6781,15.1257
movie:5548,movie,RoboCop,1987-07-17,7.364,5906,14.9391
movie:462,movie,Erin Brockovich,2000-03-17,7.428,3726,8.9338
movie:9722,movie,Bewitched,2005-06-21,5.092,1681,5.9222
movie:203801,movie,The Man from U.N.C.L.E.,2015-08-13,7.077,7002,15.5662
movie:257211,movie,The Intern,2015-09-23,7.226,7458,12.5472
movie:3933,movie,Corpse Bride,2005-09-12,7.6,10368,21.775
movie:496339,movie,Dabangg 3,2019-12-20,4.818,66,1.4144
tv:88611,tv,Poison,2019-04-19,7.3,3,3.2121
movie:656690,movie,The Social Dilemma,2020-01-26,7.458,1834,5.4065
tv:67136,tv,This Is Us,2016-09-20,8.2,1656,53.2014
tv:93784,tv,Tales from the Loop,2020-04-03,7.026,510,8.9361
tv:84977,tv,Russian Doll,2019-02-01,7.36,1048,10.9252
movie:9621,movie,Elizabethtown,2005-10-14,6.194,1217,4.0315
movie:834,movie,Underworld: Evolution,2006-01-12,6.605,4471,7.6836
movie:20504,movie,The Book of Eli,2010-01-14,6.807,6841,11.5095
tv:79732,tv,She-Ra and the Princesses of Power,2018-11-13,8.471,837,14.3646
movie:11454,movie,Manhunter,1986-08-15,7.011,1579,0.3755
movie:7512,movie,Idiocracy,2006-09-01,6.382,3752,13.0145
movie:16072,movie,Gods and Generals,2003-02-21,6.374,206,3.8222
movie:238713,movie,Spy,2015-05-06,6.83,6505,12.0169
movie:6312,movie,Brotherhood of the Wolf,2001-01-31,6.739,1784,7.2256
movie:703,movie,Annie Hall,1977-04-19,7.718,4322,6.9393
movie:10683,movie,Happiness,1998-10-11,7.44,972,3.5457
tv:90282,tv,The Morning Show,2019-11-01,7.721,934,36.2198
movie:333484,movie,The Magnificent Seven,2016-09-14,6.498,6528,18.768
movie:392,movie,Chocolat,2000-12-22,6.97,3556,7.6452
tv:225812,tv,Freaks,2018-04-13,7.0,2,1.968
movie:1824,movie,50 First Dates,2004-02-13,6.876,7878,11.329
movie:1999,movie,In the Bedroom,2001-11-23,6.931,415,3.8319
movie:65086,movie,The Woman in Black,2012-02-03,6.144,3745,8.453
movie:668,movie,On Her Majesty's Secret Service,1969-12-18,6.555,2205,7.5688
tv:71712,tv,The Good Doctor,2017-09-25,8.5,12912,101.6416
movie:49017,movie,Dracula Untold,2014-10-01,6.466,6603,8.1567
movie:9276,movie,The Faculty,1998-12-25,6.57,2341,10.8484
movie:729054,movie,Meka Suri,2020-07-31,6.0,1,0.756
movie:409,movie,The English Patient,1996-11-14,7.134,2446,9.0658
movie:1597,movie,Meet the Parents,2000-10-06,6.7,6523,9.5222
movie:9081,movie,Waking Life,2001-10-19,7.482,977,4.4636
movie:829,movie,Chinatown,1974-06-20,7.905,4367,10.5616
movie:57212,movie,War Horse,2011-12-25,7.303,3751,9.6842
movie:9767,movie,The Break-Up,2006-06-01,5.901,2888,7.925
movie:9378,movie,Thir13en Ghosts,2001-10-25,6.3,2436,9.0056
movie:2255,movie,Chasing Amy,1997-04-04,6.749,1590,5.6667
movie:24150,movie,Halloween II,2009-08-28,5.309,1566,5.328
movie:4564,movie,Sex and the City,2008-05-12,6.545,2307,9.1647
movie:8357,movie,What the #$*! Do We (K)now!?,2004-04-23,5.298,136,1.8377
movie:123553,movie,The Mortal Instruments: City of Bones,2013-08-21,6.427,4688,9.014
movie:11969,movie,Tombstone,1993-12-25,7.583,2524,11.8819
movie:387,movie,Das Boot,1981-09-17,8.078,2603,11.1304
tv:61345,tv,Z Nation,2014-09-12,7.267,983,22.1925
tv:71116,tv,Castle Rock,2018-07-25,7.237,702,17.5122
movie:4982,movie,American Gangster,2007-11-02,7.594,6179,15.0754
movie:117,movie,The Untouchables,1987-06-03,7.753,6290,13.0359
movie:198663,movie,The Maze Runner,2014-09-10,7.191,18390,29.7143
movie:9645,movie,Ghost Ship,2002-10-25,6.0,2746,9.221
movie:1548,movie,Ghost World,2001-07-20,7.1,1624,3.8018
movie:23168,movie,The Town,2010-09-15,7.225,5784,13.7301
tv:60797,tv,Scorpion,2014-09-22,8.2,4175,51.4705
movie:14869,movie,G.I. Joe: The Rise of Cobra,2009-08-03,5.784,5004,12.5251
movie:4442,movie,The Brothers Grimm,2005-08-26,5.866,3025,10.7992
tv:68315,tv,The Mist,2017-06-22,6.172,858,11.9631
movie:813,movie,Airplane!,1980-06-27,7.301,5201,14.3573
movie:218043,movie,Left Behind,2014-10-03,4.3,1427,10.2705
movie:16307,movie,The Wicker Man,1973-12-06,7.328,1702,7.7855
movie:9353,movie,Nacho Libre,2006-06-16,6.529,1909,7.6567
movie:346685,movie,The Girl on the Train,2016-10-05,6.436,6132,12.2129
movie:9340,movie,The Goonies,1985-06-07,7.514,6362,13.0401
tv:37680,tv,Suits,2011-06-23,8.222,5874,102.0712
movie:311324,movie,The Great Wall,2016-12-16,6.031,5648,12.7349
movie:76,movie,Before Sunrise,1995-01-27,8.0,4824,13.1094
movie:244,movie,King Kong,1933-04-07,7.585,1655,6.8305
movie:10147,movie,Bad Santa,2003-11-26,6.565,2440,6.7552
movie:7980,movie,The Lovely Bones,2009-12-26,7.056,5047,10.0999
movie:105864,movie,The Good Dinosaur,2015-11-14,6.748,6126,19.7502
tv:39272,tv,Once Upon a Time,2011-10-23,7.403,2531,66.2263
movie:49530,movie,In Time,2011-10-27,6.971,12367,17.4626
movie:647,movie,Final Fantasy VII: Advent Children,2005-07-14,7.16,1276,5.4548
movie:37169,movie,The Human Centipede (First Sequence),2009-10-31,5.172,2454,10.2407
movie:638,movie,Lost Highway,1997-01-15,7.549,3023,10.4148
movie:667910,movie,HIGH,2020-03-19,0.0,0,0.5496
movie:389015,movie,"I, Tonya",2017-12-07,7.466,6275,7.648
movie:109091,movie,The Counselor,2013-10-25,5.294,2026,10.5379
movie:22803,movie,Law Abiding Citizen,2009-10-15,7.398,5806,16.9736
movie:13510,movie,Eden Lake,2008-09-12,6.8,2164,7.6897
movie:15516,movie,The Last House on the Left,1972-08-30,6.027,801,4.1158
movie:9358,movie,Final Destination 2,2003-01-31,6.316,5000,13.4328
movie:10601,movie,Peter Pan,2003-12-18,7.132,2806,8.4154
movie:50456,movie,Hanna,2011-04-07,6.583,3753,6.8038
movie:2123,movie,"Me, Myself & Irene",2000-06-22,6.622,4352,9.6517
tv:87050,tv,Hollywood,2020-05-01,7.213,359,7.0377
tv:100757,tv,Outer Banks,2020-04-15,8.245,1246,313.8597
movie:107985,movie,The World's End,2013-07-18,6.809,6025,10.28
tv:73021,tv,Disenchantment,2018-08-17,7.406,1346,23.5313
movie:7364,movie,Sahara,2005-04-06,5.919,1691,7.2754
movie:412988,movie,The Happytime Murders,2018-08-22,5.815,1104,7.8152
movie:406997,movie,Wonder,2017-11-13,8.099,8373,13.5796
movie:440021,movie,Happy Death Day,2017-10-12,6.657,6667,8.9705
movie:399035,movie,The Commuter,2018-01-11,6.37,4725,8.7375
movie:193756,movie,Lone Survivor,2013-12-24,7.43,4844,12.9389
movie:407436,movie,Mowgli: Legend of the Jungle,2018-11-25,6.472,2638,10.2873
movie:10029,movie,Very Bad Things,1998-09-11,6.279,707,3.3582
movie:138,movie,Dracula,1931-02-12,7.166,1406,5.5513
tv:67195,tv,Legion,2017-02-08,7.523,1589,15.7218
movie:658,movie,Goldfinger,1964-09-20,7.36,4056,10.6084
tv:321777,tv,A Christmas Carol,2019-12-22,6.75,4,5.713
movie:10513,movie,Plan 9 from Outer Space,1957-03-15,4.207,623,2.5874
movie:627290,movie,Antebellum,2020-09-02,6.255,1011,5.5491
movie:2637,movie,The Mothman Prophecies,2002-01-25,6.22,1302,8.1595
tv:86374,tv,War of the Worlds,2019-10-28,7.242,929,11.8996
movie:19,movie,Metropolis,1927-01-10,8.086,3175,8.2529
tv:77236,tv,A Discovery of Witches,2018-09-14,7.824,891,17.8114
movie:10016,movie,Ghosts of Mars,2001-08-14,5.165,1274,6.4424
movie:168705,movie,BloodRayne,2005-10-22,4.144,639,4.1639
movie:9506,movie,Anger Management,2003-04-11,6.159,3532,8.4005
movie:10053,movie,When a Stranger Calls,2006-02-03,5.739,1163,7.0875
movie:425,movie,Ice Age,2002-03-14,7.383,14555,23.1227
movie:481848,movie,The Call of the Wild,2020-02-19,7.508,4001,11.5171
movie:296096,movie,Me Before You,2016-06-01,7.929,13505,19.1254
tv:1438,tv,The Wire,2002-06-02,8.6,2793,66.1465
tv:71809,tv,The Dark Crystal: Age of Resistance,2019-08-30,7.828,450,13.5608
movie:13460,movie,Doomsday,2008-03-14,5.936,1438,9.0997
movie:10802,movie,Showgirls,1995-09-22,5.564,1425,10.1679
movie:363676,movie,Sully,2016-09-07,7.205,7830,12.4024
movie:1781,movie,An Inconvenient Truth,2006-05-24,6.9,996,4.5774
movie:117251,movie,White House Down,2013-06-27,6.464,5194,10.1229
movie:156022,movie,The Equalizer,2014-09-24,7.292,10144,23.5683
movie:205584,movie,Gods of Egypt,2016-02-25,5.696,4424,10.3003
tv:108459,tv,Bebaakee,2020-08-30,10.0,3,2.7503
movie:87827,movie,Life of Pi,2012-11-20,7.414,13951,14.5371
movie:455980,movie,Tag,2018-05-30,6.709,3525,8.2315
movie:9543,movie,Prince of Persia: The Sands of Time,2010-05-19,6.311,7301,11.1544
movie:791,movie,The Fog,2005-10-14,4.646,863,5.2571
movie:258489,movie,The Legend of Tarzan,2016-06-29,5.924,6604,14.8315
movie:850,movie,A Christmas Story,1983-11-18,7.2,1455,4.118
movie:38575,movie,The Karate Kid,2010-06-10,6.567,6685,14.4662
movie:744,movie,Top Gun,1986-05-16,7.071,9830,20.7187
movie:9562,movie,Timeline,2003-11-26,5.717,1202,7.4577
movie:446354,movie,The Post,2017-12-22,7.005,4994,7.7993
movie:44115,movie,127 Hours,2010-11-12,7.09,8238,11.3939
movie:397243,movie,The Autopsy of Jane Doe,2016-12-21,6.843,4855,12.9457
movie:445651,movie,The Darkest Minds,2018-07-25,7.025,2968,7.0559
movie:1813,movie,The Devil's Advocate,1997-10-17,7.48,6985,18.638
movie:290250,movie,The Nice Guys,2016-05-15,7.132,8854,14.408
movie:296098,movie,Bridge of Spies,2015-10-15,7.244,7387,14.9151
movie:131634,movie,The Hunger Games: Mockingjay - Part 2,2015-11-18,6.899,13526,12.7534
movie:15121,movie,The Sound of Music,1965-03-29,7.728,3703,15.3278
movie:37724,movie,Skyfall,2012-10-24,7.265,16342,16.3461
movie:394117,movie,The Florida Project,2017-10-06,7.429,3164,8.9071
movie:1125,movie,Dreamgirls,2006-12-25,6.714,1107,6.1744
movie:11093,movie,House of Sand and Fog,2003-12-19,7.143,870,4.7964
tv:84647,tv,The Society,2019-05-10,7.439,636,8.0403
movie:14337,movie,Primer,2004-10-08,6.746,2515,6.6334
movie:10999,movie,Commando,1985-10-03,6.709,3222,11.2223
tv:85021,tv,Gangs of London,2020-04-23,7.817,698,18.6357
movie:177572,movie,Big Hero 6,2014-10-24,7.726,16859,33.0549
movie:98566,movie,Teenage Mutant Ninja Turtles,2014-08-07,5.932,7296,19.1272
movie:9539,movie,Martyrs,2008-06-12,7.3,3109,9.7893
movie:76726,movie,Chronicle,2012-02-01,6.866,5891,10.3123
movie:40805,movie,The Green Hornet,2011-01-12,5.594,3543,7.6876
tv:85853,tv,Perry Mason,2020-06-21,7.208,389,23.9903
movie:9802,movie,The Rock,1996-06-07,7.155,5330,15.7884
movie:1428,movie,Once Upon a Time in Mexico,2003-09-11,6.305,2459,9.1537
movie:224141,movie,Into the Woods,2014-12-24,5.758,4461,7.4223
movie:542224,movie,Gretel & Hansel,2020-01-30,6.025,1601,5.67
movie:4148,movie,Revolutionary Road,2008-12-19,6.985,4182,7.0125
movie:17578,movie,The Adventures of Tintin,2011-10-24,6.929,5939,15.9201
movie:39254,movie,Real Steel,2011-09-28,7.138,9483,28.6667
movie:334533,movie,Captain Fantastic,2016-07-08,7.889,6932,8.4859
movie:925,movie,Do the Right Thing,1989-06-14,7.772,2060,6.5695
movie:635503,movie,Lootcase,2020-07-31,6.434,68,1.7149
movie:26914,movie,Troll 2,1990-10-12,3.903,481,2.5604
tv:1400,tv,Seinfeld,1989-07-05,8.255,2426,80.4374
movie:9571,movie,Dazed and Confused,1993-09-24,7.31,2331,6.0012
movie:540901,movie,Hustlers,2019-09-12,6.464,3126,7.3181
tv:2190,tv,South Park,1997-08-13,8.337,5115,88.8048
movie:257344,movie,Pixels,2015-07-16,5.786,8170,17.0183
movie:820,movie,JFK,1991-12-20,7.591,2473,7.6259
tv:61888,tv,The Last Man on Earth,2015-03-01,6.916,997,18.0335
movie:50619,movie,The Twilight Saga: Breaking Dawn - Part 1,2011-11-16,6.2,9390,14.0821
movie:4108,movie,The Transporter,2002-10-02,6.729,5962,13.7007
movie:8271,movie,Disturbia,2007-03-27,6.692,4191,9.4408
tv:1424,tv,Orange Is the New Black,2013-07-11,7.65,2880,55.6965
movie:4512,movie,The Assassination of Jesse James by the Coward Robert Ford,2007-09-20,7.064,2848,9.05
movie:51876,movie,Limitless,2011-03-17,7.202,11668,13.6496
movie:9451,movie,Election,1999-04-23,6.867,1229,4.3653
movie:8859,movie,"Dude, Where's My Car?",2000-12-15,5.54,2137,8.0533
movie:11474,movie,The Warriors,1979-02-01,7.682,2446,6.9453
movie:4464,movie,Seabiscuit,2003-07-22,7.055,956,4.0344
movie:581,movie,Dances with Wolves,1990-11-09,7.842,4796,14.5761
tv:66292,tv,Big Little Lies,2017-02-19,7.9,1726,13.69
movie:406990,movie,What Happened to Monday,2017-08-18,7.143,6540,11.8815
movie:201085,movie,Crimson Peak,2015-10-13,6.661,5329,8.8902
movie:9718,movie,Talladega Nights: The Ballad of Ricky Bobby,2006-08-04,6.366,1965,7.5122
movie:2295,movie,Clerks II,2006-07-21,6.899,1533,5.1699
movie:7978,movie,The Wolfman,2010-02-10,5.899,2235,7.9168
tv:1705,tv,Fringe,2008-09-09,8.135,2887,60.2209
movie:491625,movie,Gully Boy,2019-02-14,7.3,221,1.4172
movie:9320,movie,The Avengers,1998-08-13,4.441,804,5.1879
movie:3114,movie,The Searchers,1956-05-16,7.68,1618,7.3633
movie:9563,movie,Any Given Sunday,1999-12-22,6.821,1862,6.6154
movie:1830,movie,Lord of War,2005-09-16,7.347,5492,11.8411
movie:1429,movie,25th Hour,2002-12-19,7.313,2630,7.2085
movie:160588,movie,Blue Jasmine,2013-08-01,6.978,3709,5.3379
tv:45140,tv,Teen Titans Go!,2013-04-23,6.434,722,116.446
movie:21208,movie,Orphan,2009-07-24,6.991,5744,10.3042
movie:88,movie,Dirty Dancing,1987-08-21,7.3,6628,14.4307
tv:74577,tv,The End of the F***ing World,2017-10-24,8.023,3656,13.1091
movie:11371,movie,The Score,2001-07-13,6.7,1926,8.0453
movie:11096,movie,Hide and Seek,2005-01-27,6.348,1772,6.8142
movie:11216,movie,Cinema Paradiso,1988-11-17,8.43,4949,17.5004
movie:150689,movie,Cinderella,2015-03-06,6.824,7492,19.1285
movie:38050,movie,The Adjustment Bureau,2011-03-03,6.788,5044,12.3835
movie:212778,movie,Chef,2014-05-08,7.112,3735,9.4452
movie:339846,movie,Baywatch,2017-05-25,6.08,8606,12.8815
movie:294963,movie,Bone Tomahawk,2015-10-23,6.889,2611,8.5819
movie:505423,movie,Wounds,2019-01-26,4.031,872,2.3189
tv:79240,tv,Swamp Thing,2019-05-31,7.414,1080,10.3746
movie:424121,movie,Apostle,2018-09-21,6.141,1627,6.0108
movie:8467,movie,Dumb and Dumber,1994-12-16,6.661,6877,14.9678
movie:71,movie,Billy Elliot,2000-09-28,7.6,4152,5.7623
movie:11531,movie,Book of Shadows: Blair Witch 2,2000-10-27,4.349,949,4.4476
movie:1092,movie,The Third Man,1949-08-31,7.889,2163,7.4328
movie:611356,movie,Gulabo Sitabo,2020-06-12,5.974,57,0.8996
movie:2454,movie,The Chronicles of Narnia: Prince Caspian,2008-05-15,6.635,6893,9.9995
movie:12100,movie,Windtalkers,2002-06-07,6.356,1460,6.0587
tv:76331,tv,Succession,2018-06-03,8.301,1741,45.9575
movie:474104,movie,Demon House,2019-12-01,5.3,40,0.9657
movie:137106,movie,The Lego Movie,2014-02-06,7.433,8666,17.3721
movie:37710,movie,The Tourist,2010-12-08,6.185,5833,9.9649
movie:384680,movie,Hostiles,2017-12-22,7.0,2568,8.7577
movie:8408,movie,Day of the Dead,1985-07-03,7.017,1432,4.9432
tv:66786,tv,Timeless,2016-10-03,7.241,814,22.2065
movie:7459,movie,Speed Racer,2008-05-07,6.4,1842,10.3753
movie:6972,movie,Australia,2008-11-18,6.594,2485,5.7611
movie:4141,movie,Shoot 'Em Up,2007-07-26,6.507,2164,8.1868
movie:646,movie,Dr. No,1962-10-07,7.0,4140,12.2841
movie:10145,movie,The Forgotten,2004-09-24,5.94,1280,5.375
movie:84892,movie,The Perks of Being a Wallflower,2012-09-20,7.805,11399,12.658
tv:87784,tv,Defending Jacob,2020-04-24,8.232,1606,11.9791
movie:1368,movie,First Blood,1982-10-22,7.515,7045,18.2523
movie:460019,movie,Truth or Dare,2018-04-12,5.934,4258,7.6617
tv:49010,tv,The Fall,2013-05-12,7.676,996,13.1919
tv:46331,tv,Under the Dome,2013-06-24,7.127,3936,29.9434
tv:100698,tv,Tiger King,2020-03-20,6.886,599,6.8327
tv:61056,tv,How to Get Away with Murder,2014-09-25,7.816,1806,70.4856
movie:594669,movie,Baaghi 3,2020-03-06,6.3,126,2.0466
movie:1677,movie,Ray,2004-10-29,7.452,2277,7.4805
movie:379149,movie,The Foreigner,2017-09-28,6.981,3003,9.0864
movie:82507,movie,Sinister,2012-10-04,6.872,6180,15.459
movie:12096,movie,The Pink Panther,2006-02-10,5.9,2186,9.8601
movie:483189,movie,Veere Di Wedding,2018-06-01,4.702,42,1.2624
tv:71365,tv,Battlestar Galactica,2003-12-08,8.205,1002,11.1631
movie:10950,movie,I Am Sam,2001-12-28,7.563,2560,9.6727
