media_type,title,release_date,experience,category,experience_score,vote_average,vote_count,adjusted_rating,reception_percentile
tv,Unorthodox,2020-03-26,Immersive,Overall experience,99.7,7.714,762,7.59,66.5
tv,Undone,2019-09-12,Immersive,Overall experience,99.6,7.677,393,7.52,61.6
tv,Mr. Sunshine,2018-07-07,Immersive,Overall experience,99.4,8.418,196,7.7,74.2
tv,Undone,2019-09-12,Inspired / motivated,After-effect,99.4,7.677,393,7.52,61.6
tv,Unorthodox,2020-03-26,Inspired / motivated,After-effect,99.3,7.714,762,7.59,66.5
tv,We Are Who We Are,2020-09-14,Inspired / motivated,After-effect,98.5,7.699,391,7.53,62.0
tv,Motherland: Fort Salem,2020-03-18,Inspired / motivated,After-effect,98.2,7.915,551,7.68,72.9
tv,Sense8,2015-06-05,Inspired / motivated,After-effect,98.1,7.728,1916,7.66,71.9
tv,Unbelievable,2019-09-13,Intense,Overall experience,97.9,7.898,841,7.72,75.2
tv,Unorthodox,2020-03-26,Intense,Overall experience,97.7,7.714,762,7.59,66.5
tv,My Brilliant Friend,2018-11-27,Intense,Overall experience,97.5,8.105,242,7.64,70.2
tv,Mr. Sunshine,2018-07-07,Intense,Overall experience,96.6,8.418,196,7.7,74.2
tv,Don't F**k with Cats: Hunting an Internet Killer,2019-12-18,Intense,Overall experience,96.0,7.595,677,7.51,60.3
tv,After Life,2019-03-08,Life-affirming,Overall experience,98.7,7.89,1126,7.74,77.1
tv,Unorthodox,2020-03-26,Life-affirming,Overall experience,97.2,7.714,762,7.59,66.5
tv,Jesus of Nazareth,1977-03-27,Life-affirming,Overall experience,96.1,7.833,565,7.63,69.7
tv,Detectorists,2014-10-02,Life-affirming,Overall experience,95.7,8.144,187,7.61,67.6
tv,My Brilliant Friend,2018-11-27,Life-affirming,Overall experience,94.6,8.105,242,7.64,70.2
tv,Locke & Key,2020-02-07,Morally complex / gray,Story / world experience,96.0,7.736,1494,7.65,71.7
tv,Nancy Drew,2019-10-09,Morally complex / gray,Story / world experience,90.6,7.704,311,7.52,60.6
tv,Unorthodox,2020-03-26,Nostalgic,Connection,90.6,7.714,762,7.59,66.5
tv,Detectorists,2014-10-02,Peaceful,After-effect,98.7,8.144,187,7.61,67.6
tv,After Life,2019-03-08,Peaceful,After-effect,98.6,7.89,1126,7.74,77.1
tv,Sweet Magnolias,2020-05-19,Peaceful,After-effect,94.3,7.775,269,7.53,62.1
tv,Unorthodox,2020-03-26,Peaceful,After-effect,94.2,7.714,762,7.59,66.5
tv,Mr. Sunshine,2018-07-07,Peaceful,After-effect,92.8,8.418,196,7.7,74.2
tv,John Adams,2008-03-16,Political,Themes / lens,99.4,7.676,341,7.51,60.2
tv,The Vietnam War,2017-09-17,Political,Themes / lens,99.0,8.229,223,7.66,72.0
tv,Last Week Tonight with John Oliver,2014-04-27,Political,Themes / lens,98.7,7.771,833,7.64,69.9
tv,The Young Pope,2016-10-21,Political,Themes / lens,98.6,7.691,671,7.57,64.5
tv,For All Mankind,2019-11-01,Political,Themes / lens,98.4,7.746,1019,7.64,69.8
tv,Don't F**k with Cats: Hunting an Internet Killer,2019-12-18,Provokes curiosity,Thinking / engagement,100.0,7.595,677,7.51,60.3
tv,Wild Wild Country,2018-03-16,Provokes curiosity,Thinking / engagement,99.8,7.712,311,7.52,61.2
tv,Making a Murderer,2015-12-18,Provokes curiosity,Thinking / engagement,99.6,7.842,589,7.64,70.9
tv,Unorthodox,2020-03-26,Provokes curiosity,Thinking / engagement,99.4,7.714,762,7.59,66.5
tv,The Vietnam War,2017-09-17,Provokes curiosity,Thinking / engagement,99.3,8.229,223,7.66,72.0
tv,Dash & Lily,2020-11-10,Quirky,Tone & style,99.7,7.8,365,7.57,64.8
tv,Pushing Daisies,2007-10-03,Quirky,Tone & style,99.6,7.877,480,7.64,70.4
tv,Hilda,2018-09-21,Quirky,Tone & style,99.4,8.4,248,7.74,76.8
tv,Detectorists,2014-10-02,Quirky,Tone & style,98.5,8.144,187,7.61,67.6
tv,Big Mouth,2017-09-29,Quirky,Tone & style,98.5,7.612,1250,7.55,63.4
tv,After Life,2019-03-08,Real / relatable,Connection,99.2,7.89,1126,7.74,77.1
tv,Unorthodox,2020-03-26,Real / relatable,Connection,99.0,7.714,762,7.59,66.5
tv,Undone,2019-09-12,Real / relatable,Connection,98.1,7.677,393,7.52,61.6
tv,My Brilliant Friend,2018-11-27,Real / relatable,Connection,97.1,8.105,242,7.64,70.2
tv,The L Word,2004-01-18,Real / relatable,Connection,97.0,7.663,869,7.57,64.4
tv,Undone,2019-09-12,Reflective / thought-provoking,Thinking / engagement,98.9,7.677,393,7.52,61.6
tv,Unorthodox,2020-03-26,Reflective / thought-provoking,Thinking / engagement,98.5,7.714,762,7.59,66.5
tv,After Life,2019-03-08,Reflective / thought-provoking,Thinking / engagement,95.8,7.89,1126,7.74,77.1
tv,Wild Wild Country,2018-03-16,Reflective / thought-provoking,Thinking / engagement,95.3,7.712,311,7.52,61.2
tv,The Young Pope,2016-10-21,Reflective / thought-provoking,Thinking / engagement,94.9,7.691,671,7.57,64.5
tv,Detectorists,2014-10-02,Rewatchable,Viewing style,99.9,8.144,187,7.61,67.6
tv,Hilda,2018-09-21,Rewatchable,Viewing style,99.7,8.4,248,7.74,76.8
tv,Forever,2014-09-22,Rewatchable,Viewing style,99.2,7.809,656,7.64,70.1
tv,Mr Inbetween,2018-09-25,Rewatchable,Viewing style,99.1,8.276,351,7.77,78.1
tv,Pushing Daisies,2007-10-03,Rewatchable,Viewing style,99.1,7.877,480,7.64,70.4
tv,Mr. Sunshine,2018-07-07,Romantic,Emotion,97.6,8.418,196,7.7,74.2
tv,My Brilliant Friend,2018-11-27,Romantic,Emotion,97.5,8.105,242,7.64,70.2
tv,North & South,2004-11-14,Romantic,Emotion,96.9,8.118,208,7.62,68.6
tv,Dash & Lily,2020-11-10,Romantic,Emotion,95.1,7.8,365,7.57,64.8
tv,Unorthodox,2020-03-26,Romantic,Emotion,94.2,7.714,762,7.59,66.5
tv,Making a Murderer,2015-12-18,Ruthless / unforgiving,Story / world experience,99.9,7.842,589,7.64,70.9
tv,Gangs of London,2020-04-23,Ruthless / unforgiving,Story / world experience,99.7,7.817,698,7.65,71.2
tv,The Fall,2013-05-12,Ruthless / unforgiving,Story / world experience,99.3,7.676,996,7.59,66.0
tv,Don't F**k with Cats: Hunting an Internet Killer,2019-12-18,Ruthless / unforgiving,Story / world experience,99.2,7.595,677,7.51,60.3
tv,Locke & Key,2020-02-07,Ruthless / unforgiving,Story / world experience,99.0,7.736,1494,7.65,71.7
tv,The Haunting of Bly Manor,2020-10-09,Sad / melancholic,Emotion,98.4,7.56,1457,7.52,60.8
tv,After Life,2019-03-08,Sad / melancholic,Emotion,92.6,7.89,1126,7.74,77.1
tv,Sharp Objects,2018-07-08,Sad / melancholic,Emotion,90.8,7.763,1113,7.65,71.5
tv,Don't F**k with Cats: Hunting an Internet Killer,2019-12-18,Scary / frightening,Tone & style,94.3,7.595,677,7.51,60.3
tv,The Haunting of Bly Manor,2020-10-09,Scary / frightening,Tone & style,93.0,7.56,1457,7.52,60.8
tv,Hilda,2018-09-21,Seasonal,Atmosphere,99.8,8.4,248,7.74,76.8
tv,Poldark,2015-03-08,Seasonal,Atmosphere,99.8,7.755,327,7.54,62.8
tv,Sweet Magnolias,2020-05-19,Seasonal,Atmosphere,99.4,7.775,269,7.53,62.1
tv,Travelers,2016-10-17,Seasonal,Atmosphere,99.4,7.596,890,7.53,61.7
tv,One Tree Hill,2003-09-23,Seasonal,Atmosphere,99.3,7.819,618,7.64,70.0
tv,Sharp Objects,2018-07-08,Slow-burn,Viewing style,99.5,7.763,1113,7.65,71.5
tv,Warrior Nun,2020-07-02,Slow-burn,Viewing style,98.1,7.887,1331,7.76,77.5
tv,The Haunting of Bly Manor,2020-10-09,Slow-burn,Viewing style,97.0,7.56,1457,7.52,60.8
tv,The Fall,2013-05-12,Slow-burn,Viewing style,96.9,7.676,996,7.59,66.0
tv,Locke & Key,2020-02-07,Slow-burn,Viewing style,96.4,7.736,1494,7.65,71.7
tv,The Vietnam War,2017-09-17,Socially critical,Themes / lens,93.5,8.229,223,7.66,72.0
tv,Wild Wild Country,2018-03-16,Socially critical,Themes / lens,91.8,7.712,311,7.52,61.2
tv,Last Week Tonight with John Oliver,2014-04-27,Socially critical,Themes / lens,90.3,7.771,833,7.64,69.9
tv,Hilda,2018-09-21,Stomach butterflies,Emotion,99.6,8.4,248,7.74,76.8
tv,After Life,2019-03-08,Stomach butterflies,Emotion,99.5,7.89,1126,7.74,77.1
tv,Dash & Lily,2020-11-10,Stomach butterflies,Emotion,99.1,7.8,365,7.57,64.8
tv,Detectorists,2014-10-02,Stomach butterflies,Emotion,98.8,8.144,187,7.61,67.6
tv,Pushing Daisies,2007-10-03,Stomach butterflies,Emotion,98.7,7.877,480,7.64,70.4
tv,Mr. Sunshine,2018-07-07,Strong chemistry,Connection,99.6,8.418,196,7.7,74.2
tv,Happy Valley,2014-04-29,Strong chemistry,Connection,99.6,7.938,410,7.65,71.3
tv,My Brilliant Friend,2018-11-27,Strong chemistry,Connection,99.5,8.105,242,7.64,70.2
tv,North & South,2004-11-14,Strong chemistry,Connection,99.1,8.118,208,7.62,68.6
tv,Detectorists,2014-10-02,Strong chemistry,Connection,99.1,8.144,187,7.61,67.6
tv,Bodyguard,2018-08-26,Suspenseful / tense,Thinking / engagement,99.2,7.772,1203,7.67,72.3
tv,Sharp Objects,2018-07-08,Suspenseful / tense,Thinking / engagement,99.0,7.763,1113,7.65,71.5
tv,Taboo,2017-01-07,Suspenseful / tense,Thinking / engagement,98.1,7.898,1517,7.78,78.2
tv,The Fall,2013-05-12,Suspenseful / tense,Thinking / engagement,98.0,7.676,996,7.59,66.0
tv,Undone,2019-09-12,Suspenseful / tense,Thinking / engagement,97.2,7.677,393,7.52,61.6
tv,My Brilliant Friend,2018-11-27,Unforgettable,After-effect,99.5,8.105,242,7.64,70.2
tv,Mr. Sunshine,2018-07-07,Unforgettable,After-effect,99.4,8.418,196,7.7,74.2
tv,Jesus of Nazareth,1977-03-27,Unforgettable,After-effect,97.2,7.833,565,7.63,69.7
tv,Unorthodox,2020-03-26,Unforgettable,After-effect,96.9,7.714,762,7.59,66.5
tv,The Dark Crystal: Age of Resistance,2019-08-30,Unforgettable,After-effect,96.1,7.828,450,7.61,67.5
tv,Manifest,2018-09-24,Unpredictable,Thinking / engagement,99.9,7.614,1840,7.57,64.6
tv,Locke & Key,2020-02-07,Unpredictable,Thinking / engagement,99.2,7.736,1494,7.65,71.7
tv,The Haunting of Bly Manor,2020-10-09,Unpredictable,Thinking / engagement,98.8,7.56,1457,7.52,60.8
tv,Warrior Nun,2020-07-02,Unpredictable,Thinking / engagement,95.6,7.887,1331,7.76,77.5
tv,Sharp Objects,2018-07-08,Unpredictable,Thinking / engagement,95.6,7.763,1113,7.65,71.5
tv,The Haunting of Bly Manor,2020-10-09,Unsettled,After-effect,98.0,7.56,1457,7.52,60.8
tv,Don't F**k with Cats: Hunting an Internet Killer,2019-12-18,Unsettled,After-effect,94.0,7.595,677,7.51,60.3
tv,Sharp Objects,2018-07-08,Unsettled,After-effect,93.4,7.763,1113,7.65,71.5
tv,Dash & Lily,2020-11-10,Warm / tender,Emotion,98.5,7.8,365,7.57,64.8
tv,After Life,2019-03-08,Warm / tender,Emotion,97.6,7.89,1126,7.74,77.1
tv,Mr. Sunshine,2018-07-07,Warm / tender,Emotion,96.2,8.418,196,7.7,74.2
tv,North & South,2004-11-14,Warm / tender,Emotion,96.1,8.118,208,7.62,68.6
tv,The L Word,2004-01-18,Warm / tender,Emotion,95.8,7.663,869,7.57,64.4
tv,Unorthodox,2020-03-26,Yearning / longing,Emotion,97.2,7.714,762,7.59,66.5
tv,My Brilliant Friend,2018-11-27,Yearning / longing,Emotion,94.4,8.105,242,7.64,70.2
tv,Mr. Sunshine,2018-07-07,Yearning / longing,Emotion,93.4,8.418,196,7.7,74.2
tv,Undone,2019-09-12,Yearning / longing,Emotion,91.3,7.677,393,7.52,61.6
